OMNIWeb Plus Browser Results

Listing for omni_min data from 20140218 to 20140223
Selected parameters:
 1 ID for IMF spacecraft
 2 Field magnitude average, nT
 3 BZ, nT (GSM)
 4 Speed, km/s
 5 Proton Density, n/cc
 6 Proton Temperature, K
 7 Flow pressure, nPa

YYYY DOY HR MN  1      2       3       4      5        6     7 
2014  52  3 15 51    4.77   -0.93   556.8   2.50   87869.  1.55
2014  52  3 16 51    4.76   -1.00   556.8   2.50   87869.  1.55
2014  52  3 17 51    4.79   -1.11   556.8   2.50   87869.  1.55
2014  52  3 18 51    4.78   -1.01 99999.9 999.99 9999999. 99.99
2014  52  3 19 51    4.72   -0.69   550.2   1.95   68872.  1.18
2014  52  3 20 51    5.58   -1.40   550.2   1.73   57882.  1.05
2014  52  3 21 51    5.51   -1.65   550.0   1.15   28383.  0.70
2014  52  3 22 51    5.99   -2.01   547.2   1.20   43792.  0.72
2014  52  3 23 51    6.20   -1.81   546.8   0.99   30993.  0.59
2014  52  3 24 51    6.22   -1.78   550.2   0.98   27004.  0.59
2014  52  3 25 51    6.15   -1.81   551.3   0.92   29574.  0.56
2014  52  3 26 51    6.20   -1.76   548.9   0.90   27666.  0.54
2014  52  3 27 51    6.20   -1.81   549.7   0.95   28447.  0.57
2014  52  3 28 51    6.17   -1.83   550.8   0.95   26854.  0.58
2014  52  3 29 51    6.13   -1.76   555.5   0.92   27810.  0.57
2014  52  3 30 51    6.10   -1.77   555.5   0.92   27810.  0.57
2014  52  3 31 51    6.08   -1.72   550.7   1.01   29413.  0.61
2014  52  3 32 51    6.08   -1.72   550.2   1.02   29261.  0.62
2014  52  3 33 51    6.13   -1.56   551.4   1.00   27125.  0.61
2014  52  3 34 51    6.12   -1.65   551.7   1.04   29644.  0.63
2014  52  3 35 51    6.08   -1.75   556.0   1.02   41879.  0.63
2014  52  3 36 51    6.04   -1.99   558.8   1.09   35261.  0.68
2014  52  3 37 51    5.96   -1.90   565.2   1.11   35260.  0.71
2014  52  3 38 51    5.94   -1.79   577.7   1.06   36816.  0.71
2014  52  3 39 51    5.96   -1.67   577.9   1.06   36821.  0.71
2014  52  3 40 51    5.98   -1.72   577.9   1.06   36821.  0.71
2014  52  3 41 51    5.97   -1.82 99999.9 999.99 9999999. 99.99
2014  52  3 42 51    5.88   -1.72   563.8   0.88   26630.  0.56
2014  52  3 43 51    5.88   -1.63   563.8   0.88   26630.  0.56
2014  52  3 44 51    5.88   -1.31 99999.9 999.99 9999999. 99.99
2014  52  3 45 51    5.90   -1.25 99999.9 999.99 9999999. 99.99
2014  52  3 46 51    5.91   -1.35 99999.9 999.99 9999999. 99.99
2014  52  3 47 51    5.91   -1.35 99999.9 999.99 9999999. 99.99
2014  52  3 48 51    5.94   -1.40 99999.9 999.99 9999999. 99.99
2014  52  3 49 51    5.94   -1.51 99999.9 999.99 9999999. 99.99
2014  52  3 50 51    5.93   -1.64   545.1   1.04   37300.  0.62
2014  52  3 51 51    5.94   -1.92   545.1   1.04   37300.  0.62
2014  52  3 52 51    5.93   -2.01   543.0   1.11   46690.  0.65
2014  52  3 53 51    5.96   -2.02   543.0   1.11   46690.  0.65
2014  52  3 54 51    5.97   -1.79   565.2   1.06   36881.  0.68
2014  52  3 55 51    6.01   -1.72   565.2   1.06   36881.  0.68
2014  52  3 56 51    6.00   -1.82   565.2   1.06   36881.  0.68
2014  52  3 57 51    5.95   -1.80   564.4   1.07   38389.  0.68
2014  52  3 58 51    5.96   -2.04   564.4   1.07   38389.  0.68
2014  52  3 59 51    5.96   -1.92 99999.9 999.99 9999999. 99.99
2014  52  4  0 51    5.96   -1.83 99999.9 999.99 9999999. 99.99
2014  52  4  1 51    6.01   -1.91 99999.9 999.99 9999999. 99.99
2014  52  4  2 51    6.02   -1.84 99999.9 999.99 9999999. 99.99
2014  52  4  3 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  4  4 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  4  5 51    5.96   -2.12 99999.9 999.99 9999999. 99.99
2014  52  4  6 51    5.97   -2.13 99999.9 999.99 9999999. 99.99
2014  52  4  7 51    5.94   -2.13 99999.9 999.99 9999999. 99.99
2014  52  4  8 51    5.94   -2.13   556.8   1.06   28752.  0.66
2014  52  4  9 51    5.93   -2.11   556.8   1.06   28752.  0.66
2014  52  4 10 51    5.92   -2.12 99999.9 999.99 9999999. 99.99
2014  52  4 11 51    5.92   -2.11 99999.9 999.99 9999999. 99.99
2014  52  4 12 51    5.92   -2.04   555.1   0.99   30901.  0.61
2014  52  4 13 51    5.90   -2.13   555.1   0.99   30901.  0.61
2014  52  4 14 51    5.90   -2.13 99999.9 999.99 9999999. 99.99
2014  52  4 15 51    5.92   -2.16 99999.9 999.99 9999999. 99.99
2014  52  4 16 51    5.90   -2.10 99999.9 999.99 9999999. 99.99
2014  52  4 17 51    5.90   -2.08 99999.9 999.99 9999999. 99.99
2014  52  4 18 51    5.92   -2.10   555.6   0.98   32423.  0.61
2014  52  4 19 51    5.91   -2.09   555.6   0.98   32423.  0.61
2014  52  4 20 51    5.94   -2.18 99999.9 999.99 9999999. 99.99
2014  52  4 21 51    5.93   -2.24 99999.9 999.99 9999999. 99.99
2014  52  4 22 51    5.93   -2.13 99999.9 999.99 9999999. 99.99
2014  52  4 23 51    5.97   -2.06   554.6   0.98   28620.  0.60
2014  52  4 24 51    6.24   -2.24   559.4   1.00   26191.  0.63
2014  52  4 25 51    6.24   -2.02   571.0   1.06   21602.  0.69
2014  52  4 26 51    6.21   -1.84   570.3   1.06   20354.  0.69
2014  52  4 27 51    6.19   -1.74   557.3   1.02   23082.  0.63
2014  52  4 28 51    6.23   -1.74   556.0   0.95   24005.  0.59
2014  52  4 29 51    6.24   -2.12   559.9   0.95   18525.  0.60
2014  52  4 30 51    6.29   -1.96   555.7   1.11   16373.  0.69
2014  52  4 31 51    6.22   -2.16   559.4   1.15   16930.  0.72
2014  52  4 32 51    6.20   -2.25   553.7   1.12   23305.  0.69
2014  52  4 33 51    6.18   -2.15   548.5   1.17   20734.  0.70
2014  52  4 34 51    6.25   -2.79   544.6   1.24   17303.  0.74
2014  52  4 35 51    6.19   -2.17   533.3   1.22   21108.  0.69
2014  52  4 36 51    6.22   -2.59   560.2   1.14   18753.  0.72
2014  52  4 37 51    6.26   -3.13   560.3   1.14   18740.  0.72
2014  52  4 38 51    6.33   -1.89   555.6   1.16   17576.  0.72
2014  52  4 39 51    6.32   -1.64   548.5   1.17   16352.  0.70
2014  52  4 40 51    6.36   -2.59   547.4   1.20   16099.  0.72
2014  52  4 41 51    6.36   -2.41   546.2   1.30   15353.  0.78
2014  52  4 42 51    6.35   -2.59   546.0   1.29   15156.  0.77
2014  52  4 43 51    6.35   -2.18   546.0   1.29   15141.  0.77
2014  52  4 44 51    6.36   -2.30   557.9   0.77   17084.  0.48
2014  52  4 45 51    6.36   -2.80   556.3   0.84   17215.  0.52
2014  52  4 46 51    6.33   -2.78   549.7   0.95   17775.  0.57
2014  52  4 47 51    6.28   -2.51   555.5   0.84   15855.  0.52
2014  52  4 48 51    6.28   -2.47   558.6   0.92   14629.  0.57
2014  52  4 49 51    6.28   -2.56   557.2   0.94   14894.  0.58
2014  52  4 50 51    6.27   -2.63   557.2   0.94   14894.  0.58
2014  52  4 51 51    6.26   -2.66   556.8   0.94   15018.  0.58
2014  52  4 52 51    6.26   -2.70   551.9   0.95   16651.  0.58
2014  52  4 53 51    6.12   -2.98   551.9   0.95   16651.  0.58
2014  52  4 54 51    6.14   -2.99   553.1   0.75   17465.  0.46
2014  52  4 55 51    6.24   -2.64   556.3   0.89   16069.  0.55
2014  52  4 56 51    6.31   -2.84   551.5   0.81   15908.  0.49
2014  52  4 57 51    6.07   -2.28   550.4   0.78   16035.  0.47
2014  52  4 58 51    6.08   -2.51   550.4   0.78   16035.  0.47
2014  52  4 59 51    6.09   -2.73 99999.9 999.99 9999999. 99.99
2014  52  5  0 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  5  1 51    6.08   -2.62 99999.9 999.99 9999999. 99.99
2014  52  5  2 51    6.10   -2.78 99999.9 999.99 9999999. 99.99
2014  52  5  3 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  5  4 51    6.12   -2.57   513.8   0.90   27500.  0.48
2014  52  5  5 51    6.07   -2.28   513.8   0.90   27500.  0.48
2014  52  5  6 51    6.05   -2.17   513.8   0.90   27500.  0.48
2014  52  5  7 51    6.05   -2.37 99999.9 999.99 9999999. 99.99
2014  52  5  8 51    6.01   -2.67   526.9   1.21   22653.  0.67
2014  52  5  9 51    6.02   -2.34   526.9   1.21   22653.  0.67
2014  52  5 10 51    6.07   -2.20   543.8   1.20   22187.  0.71
2014  52  5 11 51    6.07   -2.39   540.4   1.22   22554.  0.71
2014  52  5 12 51    6.11   -2.60   532.7   1.31   22953.  0.74
2014  52  5 13 51    6.10   -2.54   547.0   1.41   19820.  0.84
2014  52  5 14 51    6.05   -2.54   548.0   1.30   22581.  0.78
2014  52  5 15 51    6.00   -2.39   548.9   1.29   24523.  0.78
2014  52  5 16 51    6.00   -2.41 99999.9 999.99 9999999. 99.99
2014  52  5 17 51    6.06   -2.44 99999.9 999.99 9999999. 99.99
2014  52  5 18 51    6.08   -2.37   546.3   1.21   22349.  0.72
2014  52  5 19 51    6.09   -2.38   546.3   1.21   22349.  0.72
2014  52  5 20 51    6.10   -2.35   546.3   1.24   21565.  0.74
2014  52  5 21 51    6.08   -2.43   546.3   1.24   21565.  0.74
2014  52  5 22 51    6.02   -2.49   546.3   1.24   21565.  0.74
2014  52  5 23 51    6.01   -2.49   544.2   1.07   26859.  0.63
2014  52  5 24 51    6.00   -2.44   544.2   1.07   26859.  0.63
2014  52  5 25 51    6.00   -2.44 99999.9 999.99 9999999. 99.99
2014  52  5 26 51    6.00   -2.53   545.8   0.98   36108.  0.58
2014  52  5 27 51    6.05   -2.64   545.5   0.97   34838.  0.58
2014  52  5 28 51    6.04   -2.75   544.2   0.93   28112.  0.55
2014  52  5 29 51    6.07   -3.13   544.7   0.96   28728.  0.57
2014  52  5 30 51    6.11   -2.61   544.7   0.96   28752.  0.57
2014  52  5 31 51    6.12   -2.52   546.6   1.24   18465.  0.74
2014  52  5 32 51    6.13   -2.58   546.6   1.24   18465.  0.74
2014  52  5 33 51    6.12   -1.63   546.6   1.24   18465.  0.74
2014  52  5 34 51    6.17   -1.86 99999.9 999.99 9999999. 99.99
2014  52  5 35 51    6.17   -1.86 99999.9 999.99 9999999. 99.99
2014  52  5 36 51    6.18   -2.24 99999.9 999.99 9999999. 99.99
2014  52  5 37 51    6.11   -2.79   541.5   1.08   25500.  0.63
2014  52  5 38 51    6.14   -2.58   541.5   1.08   25500.  0.63
2014  52  5 39 51    6.13   -2.57   541.5   1.08   25500.  0.63
2014  52  5 40 51    6.15   -2.53   537.8   1.06   25178.  0.61
2014  52  5 41 51    6.15   -2.46   537.6   1.06   22762.  0.61
2014  52  5 42 51    6.12   -2.58   537.2   1.07   19621.  0.62
2014  52  5 43 51    6.12   -2.47   540.0   1.05   24491.  0.61
2014  52  5 44 51    6.13   -2.19   540.4   1.05   24487.  0.61
2014  52  5 45 51    6.15   -1.96   557.1   1.15   24300.  0.71
2014  52  5 46 51    6.19   -2.34   541.4   1.14   22343.  0.67
2014  52  5 47 51    6.22   -2.29   539.7   1.15   21284.  0.67
2014  52  5 48 51    6.32   -2.29   547.8   1.11   19724.  0.67
2014  52  5 49 51    6.29   -2.04   552.5   0.92   19884.  0.56
2014  52  5 50 51    6.21   -2.17   542.8   1.15   22340.  0.68
2014  52  5 51 51    6.28   -2.01   529.3   1.23   23371.  0.69
2014  52  5 52 51    6.33   -2.03   558.1   1.06   18587.  0.66
2014  52  5 53 51    6.29   -2.11   547.0   1.07   23018.  0.64
2014  52  5 54 51    6.23   -2.20   553.1   0.92   19646.  0.56
2014  52  5 55 51    6.29   -2.37   534.7   1.15   27898.  0.66
2014  52  5 56 51    6.31   -2.39   534.6   1.13   27201.  0.65
2014  52  5 57 51    6.29   -2.30   543.7   0.96   19450.  0.57
2014  52  5 58 51    6.28   -2.11   536.8   0.91   20410.  0.52
2014  52  5 59 51    6.29   -1.63   548.0   1.03   18489.  0.62
2014  52  6  0 51    6.35   -1.81   580.2   1.07   17164.  0.72
2014  52  6  1 51    6.37   -2.07   561.4   0.98   15799.  0.62
2014  52  6  2 51    6.37   -2.13 99999.9 999.99 9999999. 99.99
2014  52  6  3 51    6.39   -1.99   557.9   1.05   14989.  0.65
2014  52  6  4 51    6.40   -1.80   559.4   1.13   14734.  0.71
2014  52  6  5 51    6.40   -1.92   557.3   1.04   15985.  0.65
2014  52  6  6 51    6.37   -2.39   555.8   0.92   17415.  0.57
2014  52  6  7 51    6.37   -2.05   550.7   1.19   15276.  0.72
2014  52  6  8 51    6.39   -2.08   550.7   1.19   15276.  0.72
2014  52  6  9 51    6.50   -2.74   544.7   1.13   18252.  0.67
2014  52  6 10 51    6.49   -2.48   543.2   1.06   15944.  0.63
2014  52  6 11 51    6.53   -2.54   546.3   1.16   13978.  0.69
2014  52  6 12 51    6.55   -2.76   542.9   1.04   14237.  0.61
2014  52  6 13 51    6.55   -2.83   541.1   1.09   14330.  0.64
2014  52  6 14 51    6.55   -2.80   537.1   0.95   14582.  0.55
2014  52  6 15 51    6.54   -2.81   538.3   1.05   14543.  0.61
2014  52  6 16 51    6.54   -2.61   540.2   1.25   15023.  0.73
2014  52  6 17 51    6.52   -2.18   547.7   1.11   14730.  0.67
2014  52  6 18 51    6.52   -2.39   550.0   1.05   14151.  0.64
2014  52  6 19 51    6.48   -2.28   544.8   1.04   13576.  0.62
2014  52  6 20 51    6.51   -2.41 99999.9 999.99 9999999. 99.99
2014  52  6 21 51    6.51   -2.41 99999.9 999.99 9999999. 99.99
2014  52  6 22 51    6.48   -2.58 99999.9 999.99 9999999. 99.99
2014  52  6 23 51    6.50   -2.84 99999.9 999.99 9999999. 99.99
2014  52  6 24 51    6.52   -2.82   533.7   1.59   13360.  0.91
2014  52  6 25 51    6.47   -2.20   533.7   1.59   13360.  0.91
2014  52  6 26 51    6.49   -2.16   539.8   1.44   13419.  0.84
2014  52  6 27 51    6.47   -1.82   544.8   1.32   13468.  0.78
2014  52  6 28 51    6.47   -1.97   544.8   1.32   13468.  0.78
2014  52  6 29 51    6.47   -1.90 99999.9 999.99 9999999. 99.99
2014  52  6 30 51    6.50   -2.38 99999.9 999.99 9999999. 99.99
2014  52  6 31 51    6.50   -2.38 99999.9 999.99 9999999. 99.99
2014  52  6 32 51    6.50   -2.88 99999.9 999.99 9999999. 99.99
2014  52  6 33 51    6.49   -3.03 99999.9 999.99 9999999. 99.99
2014  52  6 34 51    6.51   -2.56 99999.9 999.99 9999999. 99.99
2014  52  6 35 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  6 36 51    6.50   -2.45   546.7   0.96   16591.  0.57
2014  52  6 37 51    6.50   -2.46   546.7   0.96   16591.  0.57
2014  52  6 38 99 9999.99 9999.99   546.7   0.96   16591.  0.57
2014  52  6 39 51    6.48   -2.39 99999.9 999.99 9999999. 99.99
2014  52  6 40 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  6 41 51    6.51   -2.54 99999.9 999.99 9999999. 99.99
2014  52  6 42 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  6 43 51    6.50   -2.72 99999.9 999.99 9999999. 99.99
2014  52  6 44 51    6.46   -2.33 99999.9 999.99 9999999. 99.99
2014  52  6 45 51    6.46   -2.33   551.7   1.38   15161.  0.84
2014  52  6 46 51    6.44   -2.17   551.7   1.38   15161.  0.84
2014  52  6 47 51    6.46   -2.32   544.7   1.30   13904.  0.77
2014  52  6 48 51    6.44   -2.23   544.7   1.30   13904.  0.77
2014  52  6 49 51    6.47   -2.25   545.4   1.62   13813.  0.96
2014  52  6 50 51    6.46   -2.18   548.9   1.42   14479.  0.86
2014  52  6 51 51    6.48   -1.98   552.7   1.19   15197.  0.73
2014  52  6 52 51    6.49   -2.13 99999.9 999.99 9999999. 99.99
2014  52  6 53 51    6.50   -2.32 99999.9 999.99 9999999. 99.99
2014  52  6 54 51    6.47   -2.11   563.4   1.09   14686.  0.69
2014  52  6 55 51    6.50   -2.20   563.4   1.09   14686.  0.69
2014  52  6 56 51    6.48   -2.16   561.9   1.06   15313.  0.67
2014  52  6 57 51    6.43   -2.30   560.3   1.06   15334.  0.67
2014  52  6 58 51    6.46   -2.66   533.5   1.18   14659.  0.67
2014  52  6 59 51    6.52   -2.63   551.8   1.26   15142.  0.77
2014  52  7  0 51    6.46   -2.70   530.2   1.20   14465.  0.67
2014  52  7  1 51    6.50   -2.81   526.4   1.24   14207.  0.69
2014  52  7  2 51    6.57   -2.90   527.1   1.26   13580.  0.70
2014  52  7  3 51    6.48   -2.43   525.9   1.28   16918.  0.71
2014  52  7  4 51    6.49   -2.28   525.9   1.28   16954.  0.71
2014  52  7  5 51    6.49   -1.72 99999.9 999.99 9999999. 99.99
2014  52  7  6 51    6.49   -2.30   530.4   1.48   18975.  0.83
2014  52  7  7 51    6.43   -1.86   540.4   1.45   18918.  0.85
2014  52  7  8 51    6.44   -1.96   554.5   1.20   19929.  0.74
2014  52  7  9 51    6.43   -1.66   546.5   1.30   15827.  0.78
2014  52  7 10 51    6.43   -1.92   543.9   1.39   14442.  0.82
2014  52  7 11 51    6.43   -1.86   543.9   1.39   14442.  0.82
2014  52  7 12 51    6.46   -2.03 99999.9 999.99 9999999. 99.99
2014  52  7 13 51    6.45   -2.15 99999.9 999.99 9999999. 99.99
2014  52  7 14 51    6.46   -2.62 99999.9 999.99 9999999. 99.99
2014  52  7 15 51    6.45   -2.44 99999.9 999.99 9999999. 99.99
2014  52  7 16 51    6.49   -2.82 99999.9 999.99 9999999. 99.99
2014  52  7 17 51    6.42   -1.84 99999.9 999.99 9999999. 99.99
2014  52  7 18 51    6.46   -2.35 99999.9 999.99 9999999. 99.99
2014  52  7 19 51    6.42   -2.21 99999.9 999.99 9999999. 99.99
2014  52  7 20 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  7 21 99 9999.99 9999.99 99999.9 999.99 9999999. 99.99
2014  52  7 22 51    6.38   -2.03   555.1   1.36   18866.  0.84
2014  52  7 23 51    6.37   -1.81   555.6   1.35   19236.  0.83
2014  52  7 24 51    6.37   -1.79   555.9   1.35   19518.  0.83
2014  52  7 25 51    6.40   -1.71 99999.9 999.99 9999999. 99.99
2014  52  7 26 51    6.42   -2.32 99999.9 999.99 9999999. 99.99
2014  52  7 27 51    6.40   -2.09 99999.9 999.99 9999999. 99.99
2014  52  7 28 51    6.42   -2.05   553.6   1.29   14648.  0.79
2014  52  7 29 51    6.44   -2.10   553.3   1.28   14561.  0.78
2014  52  7 30 51    6.44   -2.26   549.7   1.25   13513.  0.76
2014  52  7 31 51    6.46   -2.17   565.8   1.12   16163.  0.72
2014  52  7 32 51    6.48   -2.77   550.9   1.00   15616.  0.61
2014  52  7 33 51    6.49   -2.84   528.8   1.07   13311.  0.60
2014  52  7 34 51    6.49   -2.93   544.7   1.30   13741.  0.77
2014  52  7 35 51    6.49   -2.98   555.0   1.34   13796.  0.83
2014  52  7 36 51    6.48   -2.86   546.0   1.26   16139.  0.75
2014  52  7 37 51    6.47   -2.80   549.5   1.28   15378.  0.77
2014  52  7 38 51    6.47   -2.89   539.3   1.76   12686.  1.02
2014  52  7 39 51    6.48   -2.95   548.9   1.48   14531.  0.89
2014  52  7 40 51    6.48   -3.10   542.6   1.43   13959.  0.84
2014  52  7 41 51    6.48   -3.45   534.9   1.31   13038.  0.75
2014  52  7 42 51    6.50   -3.29   533.8   1.35   13520.  0.77
2014  52  7 43 51    6.49   -3.11   533.0   1.37   13572.  0.78
2014  52  7 44 51    6.46   -3.40   531.7   1.42   13626.  0.80
2014  52  7 45 51    6.44   -3.44   530.5   1.49   13616.  0.84
2014  52  7 46 51    6.45   -3.51   534.9   1.34   14046.  0.77
2014  52  7 47 51    6.43   -3.49   532.9   1.31   13281.  0.74
2014  52  7 48 51    6.39   -3.46   530.9   1.20   13874.  0.68
2014  52  7 49 51    6.46   -3.36   535.1   1.30   14171.  0.74
2014  52  7 50 51    6.43   -3.35   533.7   1.36   13613.  0.77
2014  52  7 51 51    6.40   -3.35   531.9   1.30   13142.  0.74
2014  52  7 52 51    6.30   -2.15   530.5   1.40   12671.  0.79
2014  52  7 53 51    6.36   -1.86   532.3   1.37   13989.  0.78
2014  52  7 54 51    6.38   -2.26   534.8   1.18   14832.  0.67
2014  52  7 55 51    6.37   -2.46   535.0   1.22   15707.  0.70
2014  52  7 56 51    6.40   -3.32   529.8   1.37   15738.  0.77
2014  52  7 57 51    6.43   -3.43   530.9   1.28   14335.  0.72
2014  52  7 58 51    6.39   -3.17   531.1   1.17   15100.  0.66
2014  52  7 59 51    6.36   -3.04   532.7   1.26   14524.  0.72
2014  52  8  0 51    6.37   -3.17   532.2   1.34   14912.  0.76
2014  52  8  1 51    6.38   -3.18   531.6   1.34   15237.  0.76
2014  52  8  2 51    6.39   -3.19   536.1   1.36   13306.  0.78
2014  52  8  3 51    6.39   -3.33   533.3   1.38   13206.  0.78
2014  52  8  4 51    6.33   -2.93   528.1   1.41   13020.  0.79
2014  52  8  5 51    6.33   -2.68 99999.9 999.99 9999999. 99.99
2014  52  8  6 51    6.33   -2.59 99999.9 999.99 9999999. 99.99
2014  52  8  7 51    6.33   -2.59   530.9   1.34   15276.  0.76
2014  52  8  8 51    6.33   -2.13   530.9   1.34   15276.  0.76
2014  52  8  9 51    6.33   -2.13 99999.9 999.99 9999999. 99.99
2014  52  8 10 51    6.34   -2.25 99999.9 999.99 9999999. 99.99
2014  52  8 11 51    6.32   -2.57 99999.9 999.99 9999999. 99.99
2014  52  8 12 51    6.32   -2.50 99999.9 999.99 9999999. 99.99
2014  52  8 13 51    6.33   -2.88   530.8   1.10   15780.  0.62
2014  52  8 14 51    6.32   -2.43   530.8   1.10   15780.  0.62
2014  52  8 15 51    6.32   -2.37   530.0   1.35   14894.  0.76
2014  52  8 16 51    6.34   -2.28   529.7   1.35   14800.  0.76
2014  52  8 17 51    6.37   -3.23   528.1   1.38   14231.  0.77
2014  52  8 18 51    6.34   -3.44   529.2   1.24   13331.  0.69
2014  52  8 19 51    6.34   -3.41   528.0   1.21   12953.  0.67
2014  52  8 20 51    6.35   -3.46   527.1   1.18   12754.  0.66
2014  52  8 21 51    6.31   -3.89   526.7   1.20   12763.  0.67
2014  52  8 22 51    6.32   -4.25   521.7   1.31   12765.  0.71
2014  52  8 23 51    6.31   -3.91   520.3   1.29   13173.  0.70
2014  52  8 24 51    6.29   -3.40   519.7   1.31   12471.  0.71
2014  52  8 25 51    6.28   -3.10   522.0   1.38   11960.  0.75
2014  52  8 26 51    6.28   -3.16   522.7   1.37   12268.  0.75
2014  52  8 27 51    6.30   -3.40   522.7   1.37   12268.  0.75
2014  52  8 28 51    6.31   -3.53 99999.9 999.99 9999999. 99.99
2014  52  8 29 51    6.31   -3.49 99999.9 999.99 9999999. 99.99
2014  52  8 30 51    6.30   -3.46   518.6   0.98   16732.  0.53
2014  52  8 31 51    6.30   -3.35   521.2   1.17   13866.  0.64
2014  52  8 32 51    6.29   -3.43   522.9   1.29   12079.  0.71
2014  52  8 33 51    6.31   -3.52 99999.9 999.99 9999999. 99.99
2014  52  8 34 51    6.30   -3.78   517.6   1.30   12580.  0.70
2014  52  8 35 51    6.31   -3.98   517.6   1.30   12580.  0.70
2014  52  8 36 51    6.30   -3.90   517.6   1.30   12580.  0.70
2014  52  8 37 51    6.32   -3.89 99999.9 999.99 9999999. 99.99
2014  52  8 38 51    6.29   -3.87 99999.9 999.99 9999999. 99.99
2014  52  8 39 51    6.31   -3.82 99999.9 999.99 9999999. 99.99
2014  52  8 40 51    6.31   -3.81   516.6   1.22   12650.  0.65
2014  52  8 41 51    6.30   -3.79   516.6   1.22   12650.  0.65
2014  52  8 42 51    6.29   -3.78   516.6   1.22   12650.  0.65
2014  52  8 43 51    6.29   -3.80 99999.9 999.99 9999999. 99.99
2014  52  8 44 51    6.29   -3.85 99999.9 999.99 9999999. 99.99
2014  52  8 45 51    6.30   -3.84 99999.9 999.99 9999999. 99.99
2014  52  8 46 51    6.30   -4.01   517.4   1.08   12476.  0.58
2014  52  8 47 51    6.28   -3.81   517.4   1.08   12476.  0.58
2014  52  8 48 51    6.28   -3.87 99999.9 999.99 9999999. 99.99
2014  52  8 49 51    6.28   -3.82 99999.9 999.99 9999999. 99.99
2014  52  8 50 51    6.30   -3.90 99999.9 999.99 9999999. 99.99
2014  52  8 51 51    6.28   -3.86 99999.9 999.99 9999999. 99.99
2014  52  8 52 51    6.27   -3.80   522.7   1.14   11892.  0.62
2014  52  8 53 51    6.27   -3.86   522.7   1.14   11892.  0.62
2014  52  8 54 51    6.29   -3.84 99999.9 999.99 9999999. 99.99
2014  52  8 55 51    6.30   -3.82 99999.9 999.99 9999999. 99.99
2014  52  8 56 51    6.29   -3.86 99999.9 999.99 9999999. 99.99
2014  52  8 57 51    6.27   -3.85   523.8   1.20   12580.  0.66
2014  52  8 58 51    6.26   -3.79   523.8   1.20   12580.  0.66
2014  52  8 59 51    6.28   -3.71 99999.9 999.99 9999999. 99.99
2014  52  9  0 51    6.25   -3.69 99999.9 999.99 9999999. 99.99
2014  52  9  1 51    6.26   -3.69 99999.9 999.99 9999999. 99.99
2014  52  9  2 51    6.26   -3.82   517.0   1.28   12914.  0.68
2014  52  9  3 51    6.26   -3.82   517.0   1.28   12914.  0.68
2014  52  9  4 51    6.26   -3.53   517.0   1.28   12914.  0.68
2014  52  9  5 51    6.25   -3.71   523.6   1.22   13725.  0.67
2014  52  9  6 51    6.24   -3.72   519.0   1.17   13016.  0.63
2014  52  9  7 51    6.20   -3.71   522.4   1.21   12378.  0.66
2014  52  9  8 51    6.20   -4.44   530.1   1.37   12588.  0.77
2014  52  9  9 51    6.20   -3.77   520.3   1.12   13568.  0.61
2014  52  9 10 51    6.21   -3.31   519.6   1.09   13581.  0.59
2014  52  9 11 51    6.20   -3.09   524.0   1.19   14947.  0.65
2014  52  9 12 51    6.13   -3.00   528.0   1.22   18257.  0.68
2014  52  9 13 51    6.13   -4.27   534.0   1.57   14423.  0.90
2014  52  9 14 99 9999.99 9999.99   534.0   1.57   14423.  0.90
2014  52  9 15 51    6.14   -3.99 99999.9 999.99 9999999. 99.99
2014  52  9 16 51    6.17   -4.08 99999.9 999.99 9999999. 99.99
2014  52  9 17 51    6.14   -4.13 99999.9 999.99 9999999. 99.99
2014  52  9 18 51    6.15   -4.16 99999.9 999.99 9999999. 99.99
2014  52  9 19 51    6.15   -4.02   525.9   1.10   14423.  0.61
2014  52  9 20 51    6.14   -4.07   525.5   1.11   14157.  0.61
2014  52  9 21 51    6.14   -4.11   523.9   1.17   13010.  0.64
2014  52  9 22 51    6.16   -4.26   523.9   1.17   13002.  0.64
2014  52  9 23 51    6.17   -4.21 99999.9 999.99 9999999. 99.99
2014  52  9 24 51    6.14   -3.97   523.2   1.36   12131.  0.74
2014  52  9 25 51    6.13   -4.05   523.2   1.36   12131.  0.74
2014  52  9 26 51    6.15   -4.14   523.2   1.36   12131.  0.74
2014  52  9 27 51    6.15   -4.14 99999.9 999.99 9999999. 99.99
2014  52  9 28 51    6.17   -4.25 99999.9 999.99 9999999. 99.99
2014  52  9 29 51    6.14   -4.19 99999.9 999.99 9999999. 99.99
2014  52  9 30 51    6.14   -4.19 99999.9 999.99 9999999. 99.99
2014  52  9 31 51    6.15   -4.25 99999.9 999.99 9999999. 99.99
