OMNIWeb Plus Browser Results

Listing for omni_min data from 20140218 to 20140223
Selected parameters:
 1 ID for IMF spacecraft
 2 Field magnitude average, nT
 3 BZ, nT (GSM)
 4 Speed, km/s
 5 Proton Density, n/cc
 6 Proton Temperature, K
 7 Flow pressure, nPa

YYYY DOY HR MN  1      2       3       4      5        6     7 
2014  49 16 49 71    6.80   -3.13   394.2   5.81   20436.  1.81
2014  49 16 50 71    6.84   -3.24   395.1   6.11   17256.  1.91
2014  49 16 51 71    6.87   -3.23   396.7   5.77   19614.  1.82
2014  49 16 52 71    6.84   -3.30   394.5   5.88   15951.  1.83
2014  49 16 53 71    6.86   -3.25   395.5   5.91   18929.  1.85
2014  49 16 54 71    6.81   -3.24   395.5   5.81   16115.  1.82
2014  49 16 55 71    6.84   -3.32   395.6   5.62   17418.  1.76
2014  49 16 56 71    6.87   -3.21   394.9   5.75   16294.  1.79
2014  49 16 57 71    6.84   -3.34   395.3   5.84   16824.  1.83
2014  49 16 58 71    6.85   -3.45   396.2   5.89   17667.  1.85
2014  49 16 59 71    6.90   -3.55   396.0   5.84   17154.  1.83
2014  49 17  0 71    6.89   -3.49   396.3   5.77   18393.  1.81
2014  49 17  1 71    6.88   -3.49   395.9   5.91   14856.  1.85
2014  49 17  2 71    6.87   -3.20   396.0   5.79   17331.  1.82
2014  49 17  3 71    6.76   -3.58   395.7   6.05   14032.  1.89
2014  49 17  4 71    6.80   -3.35   395.3   6.29   20845.  1.97
2014  49 17  5 71    7.14   -2.24   397.1   5.84   17078.  1.84
2014  49 17  6 71    7.75    0.01   398.2   3.15   11562.  1.00
2014  49 17  7 71    7.71    1.09   401.6   2.50    6212.  0.81
2014  49 17  8 71    7.79    1.28   402.2   2.01    5374.  0.65
2014  49 17  9 71    7.77    0.60   402.3   2.05    5426.  0.66
2014  49 17 10 71    7.80    1.08   403.5   2.55    6298.  0.83
2014  49 17 11 71    7.83    1.04   404.5   2.12    6173.  0.69
2014  49 17 12 71    7.78    1.19   403.5   2.03    6667.  0.66
2014  49 17 13 71    7.74    1.44   404.9   2.30    6414.  0.75
2014  49 17 14 71    7.73    1.26   404.3   2.07    6697.  0.68
2014  49 17 15 71    7.78    0.60   404.0   2.05    5390.  0.67
2014  49 17 16 71    7.80    0.37   403.9   2.04    4912.  0.67
2014  49 17 17 71    7.81    0.47   399.8   1.95    5479.  0.62
2014  49 17 18 71    7.82    0.33   400.7   2.07    4482.  0.66
2014  49 17 19 71    7.82    0.23   399.5   1.97    4332.  0.63
2014  49 17 20 71    7.81    0.01   400.7   2.11    4223.  0.68
2014  49 17 21 71    7.81    0.07   400.7   2.10    4262.  0.67
2014  49 17 22 71    7.81    0.24   401.1   1.82    5160.  0.59
2014  49 17 23 71    7.81    0.07   404.9   2.05    4696.  0.67
2014  49 17 24 71    7.82    0.06   401.2   1.92    5291.  0.62
2014  49 17 25 71    7.83    0.02   400.1   2.04    4250.  0.65
2014  49 17 26 71    7.83    0.11   399.1   1.93    4093.  0.61
2014  49 17 27 71    7.83    0.09   399.3   1.98    3718.  0.63
2014  49 17 28 71    7.82    0.04   399.0   1.94    4450.  0.62
2014  49 17 29 71    7.81    0.11   402.4   2.11    5050.  0.68
2014  49 17 30 71    7.81    0.44   401.7   2.02    5991.  0.65
2014  49 17 31 71    7.82    0.40   401.6   1.81    5014.  0.58
2014  49 17 32 71    7.84    0.35   399.6   1.95    5373.  0.62
2014  49 17 33 71    7.84   -0.21   399.3   1.95    4556.  0.62
2014  49 17 34 71    7.85    0.04   398.3   1.91    4709.  0.61
2014  49 17 35 71    7.84    0.17   399.4   1.88    3985.  0.60
2014  49 17 36 71    7.84    0.27   399.1   1.85    4138.  0.59
2014  49 17 37 71    7.85    0.38   399.3   1.85    4265.  0.59
2014  49 17 38 71    7.84    0.41   399.8   1.87    4341.  0.60
2014  49 17 39 71    7.77   -0.18   399.6   1.79    4400.  0.57
2014  49 17 40 71    7.75   -0.28   399.7   1.99    3534.  0.64
2014  49 17 41 71    7.76   -0.53   399.6   2.03    3516.  0.65
2014  49 17 42 71    7.77   -0.53   398.5   2.22    4408.  0.71
2014  49 17 43 71    7.77   -0.54   400.5   1.99    3693.  0.64
2014  49 17 44 71    7.75   -0.65   399.7   2.23    4915.  0.71
2014  49 17 45 71    7.71   -0.37   401.0   2.30    3890.  0.74
2014  49 17 46 71    7.66   -0.10   399.4   2.44    4548.  0.78
2014  49 17 47 71    7.60   -0.42   399.3   2.76    6470.  0.88
2014  49 17 48 71    7.56   -0.14   399.2   2.88    6950.  0.92
2014  49 17 49 71    7.41   -0.72   398.9   3.15    6849.  1.00
2014  49 17 50 71    7.48   -2.19   394.1   3.88    6552.  1.21
2014  49 17 51 71    7.48   -2.56   396.9   3.64    6552.  1.15
2014  49 17 52 71    7.41   -2.22   400.3   3.72    6705.  1.19
2014  49 17 53 71    7.38   -2.34   400.3   3.72    6705.  1.19
2014  49 17 54 71    7.31   -2.66   399.3   4.33   12111.  1.38
2014  49 17 55 71    7.27   -2.67   401.3   4.23   11374.  1.36
2014  49 17 56 71    7.22   -2.19   402.1   4.59   10352.  1.48
2014  49 17 57 71    7.22   -2.11   401.6   4.61   10108.  1.49
2014  49 17 58 71    7.22   -1.94   400.0   4.47    9668.  1.43
2014  49 17 59 71    7.20   -1.39   398.7   5.04    9384.  1.60
2014  49 18  0 71    6.95   -4.00   400.5   4.79    9095.  1.54
2014  49 18  1 71    6.87   -4.68   398.0   5.57    8651.  1.76
2014  49 18  2 71    6.87   -4.45   399.5   5.36    9510.  1.71
2014  49 18  3 71    6.93   -4.38   398.5   6.11    9739.  1.94
2014  49 18  4 71    7.07   -4.50   399.1   5.00    8511.  1.59
2014  49 18  5 71    7.05   -4.58   397.6   4.66    8118.  1.47
2014  49 18  6 71    7.00   -4.59   399.4   4.89    9683.  1.56
2014  49 18  7 71    6.98   -4.63   398.1   5.22    9057.  1.65
2014  49 18  8 71    7.00   -4.57   398.9   4.99    9173.  1.59
2014  49 18  9 71    6.99   -4.30   403.0   4.82   10012.  1.57
2014  49 18 10 71    7.07   -4.32   401.9   4.98   10332.  1.61
2014  49 18 11 71    7.11   -4.46   401.8   5.08   10441.  1.64
2014  49 18 12 71    7.38   -4.89   401.7   4.76   10989.  1.54
2014  49 18 13 71    7.40   -4.69   404.2   3.84   10327.  1.25
2014  49 18 14 71    7.36   -4.67   402.5   3.85   13876.  1.25
2014  49 18 15 71    7.40   -4.71   402.2   3.76   12948.  1.22
2014  49 18 16 71    7.47   -4.63   401.5   3.82   12971.  1.23
2014  49 18 17 71    7.60   -4.59   404.3   3.63   13088.  1.19
2014  49 18 18 71    7.67   -4.83   405.5   3.45   12256.  1.13
2014  49 18 19 71    7.74   -5.27   407.2   3.46    9873.  1.15
2014  49 18 20 71    7.73   -5.58   407.4   3.04   12575.  1.01
2014  49 18 21 71    7.76   -5.69   407.8   3.35   10439.  1.11
2014  49 18 22 71    7.73   -5.53   407.0   3.07   11509.  1.02
2014  49 18 23 71    7.76   -5.79   409.4   3.54   12172.  1.19
2014  49 18 24 71    7.73   -6.02 99999.9 999.99 9999999. 99.99
2014  49 18 25 71    7.75   -6.12   405.9   3.26    8587.  1.07
2014  49 18 26 71    7.76   -6.12   405.2   3.29    7791.  1.08
2014  49 18 27 71    7.76   -6.20   404.8   3.27    7404.  1.07
2014  49 18 28 71    7.70   -6.31   404.2   3.02   12755.  0.99
2014  49 18 29 71    7.77   -6.42   405.8   2.77   14129.  0.91
2014  49 18 30 71    7.79   -6.35   406.4   2.65   14678.  0.88
2014  49 18 31 71    7.78   -6.33   407.7   2.71   13407.  0.90
2014  49 18 32 71    7.72   -6.30   406.8   2.73   12570.  0.90
2014  49 18 33 71    7.73   -6.28   405.9   2.75   11659.  0.91
2014  49 18 34 71    7.71   -6.36   404.9   2.94   12688.  0.96
2014  49 18 35 71    7.68   -6.41   404.9   2.93   12638.  0.96
2014  49 18 36 71    7.63   -6.36   405.0   2.77    9531.  0.91
2014  49 18 37 71    7.65   -6.42   404.7   2.99    8865.  0.98
2014  49 18 38 71    7.56   -6.44   404.3   3.41    7685.  1.11
2014  49 18 39 71    7.63   -6.46   404.1   3.45    7793.  1.13
2014  49 18 40 71    7.60   -6.34   404.1   3.46    7807.  1.13
2014  49 18 41 71    7.58   -6.33   403.6   3.59    8296.  1.17
2014  49 18 42 71    7.57   -6.33   403.6   3.58    8307.  1.17
2014  49 18 43 71    7.56   -6.37   404.9   3.16    8806.  1.04
2014  49 18 44 71    7.57   -6.37   405.5   3.66    9229.  1.20
2014  49 18 45 71    7.54   -6.26   403.2   3.63    9467.  1.18
2014  49 18 46 71    7.57   -6.24   404.0   3.60    8797.  1.18
2014  49 18 47 71    7.60   -6.30   403.6   3.38   13840.  1.10
2014  49 18 48 71    7.63   -6.37   403.8   3.50   11550.  1.14
2014  49 18 49 71    7.64   -6.68   399.5   3.29    8624.  1.05
2014  49 18 50 71    7.63   -6.47   400.8   3.53    8860.  1.13
2014  49 18 51 71    7.65   -6.38   402.2   3.54    8766.  1.15
2014  49 18 52 71    7.61   -5.99   398.7   3.61    8992.  1.15
2014  49 18 53 71    7.63   -6.00   397.4   3.95    8145.  1.25
2014  49 18 54 71    7.66   -6.11   400.6   3.94    6746.  1.26
2014  49 18 55 71    7.82   -6.33   403.0   3.60    6275.  1.17
2014  49 18 56 71    7.93   -6.63   401.2   3.47    6954.  1.12
2014  49 18 57 71    7.80   -6.45   401.1   3.25    6413.  1.05
2014  49 18 58 71    7.69   -6.17   401.0   3.36    6062.  1.08
2014  49 18 59 71    7.64   -6.06   399.5   3.51    7867.  1.12
2014  49 19  0 71    7.64   -6.14   399.7   4.22    7476.  1.35
2014  49 19  1 71    7.64   -5.56   399.7   4.22    7476.  1.35
2014  49 19  2 71    7.62   -5.43   394.0   3.99    7592.  1.24
2014  49 19  3 71    7.63   -5.77   397.5   3.82    7942.  1.21
2014  49 19  4 71    7.73   -6.23   399.4   3.71    8418.  1.18
2014  49 19  5 71    7.76   -6.35   401.4   3.28    9843.  1.06
2014  49 19  6 71    7.76   -6.87   401.5   3.01    8588.  0.97
2014  49 19  7 71    7.80   -7.10   404.2   2.61    8667.  0.85
2014  49 19  8 71    7.79   -7.17   404.0   2.65    8637.  0.87
2014  49 19  9 71    7.83   -7.31   402.2   3.00    9808.  0.97
2014  49 19 10 71    7.84   -7.48   402.4   2.74    9704.  0.89
2014  49 19 11 71    7.82   -6.88   402.6   2.58    9630.  0.84
2014  49 19 12 71    7.52   -5.61   401.8   2.74 9999999.  0.88
2014  49 19 13 71    7.58   -5.33   395.8   2.87   10400.  0.90
2014  49 19 14 71    7.56   -4.98   400.8   3.32   11148.  1.07
2014  49 19 15 71    7.57   -4.87   403.3   3.55   11362.  1.15
2014  49 19 16 71    7.59   -4.84   403.4   3.44    9905.  1.12
2014  49 19 17 71    7.52   -4.58   402.2   3.78   11007.  1.22
2014  49 19 18 71    7.54   -4.32   402.2   3.62    9658.  1.17
2014  49 19 19 71    7.60   -4.18   402.4   3.84    9541.  1.24
2014  49 19 20 71    7.65   -3.84   402.6   4.06   10487.  1.32
2014  49 19 21 71    7.67   -3.46   400.1   3.92    8936.  1.26
2014  49 19 22 71    7.73   -4.03   404.3   3.77   10580.  1.23
2014  49 19 23 71    7.78   -4.25   405.3   3.22   11996.  1.06
2014  49 19 24 71    7.85   -3.50   413.3   3.43   12144.  1.17
2014  49 19 25 71    7.73   -3.85   417.7   3.55   12134.  1.24
2014  49 19 26 71    7.73   -3.47 99999.9 999.99 9999999. 99.99
2014  49 19 27 71    7.75   -3.74   411.8   4.25   10345.  1.44
2014  49 19 28 71    7.88   -5.17   411.8   4.25   10345.  1.44
2014  49 19 29 71    7.90   -5.26   411.8   3.96   12575.  1.34
2014  49 19 30 71    7.90   -5.58   411.1   3.88   13500.  1.31
2014  49 19 31 71    7.87   -6.05   407.6   3.49   18148.  1.16
2014  49 19 32 71    7.89   -6.02   406.2   3.00   15584.  0.99
2014  49 19 33 71    7.81   -5.55   406.2   3.00   15582.  0.99
2014  49 19 34 71    7.74   -5.17   402.0   3.32   13578.  1.07
2014  49 19 35 71    7.76   -5.04   405.9   4.14   14637.  1.36
2014  49 19 36 71    7.73   -5.09   405.9   3.86   14046.  1.27
2014  49 19 37 71    7.76   -4.91   405.3   3.04   12170.  1.00
2014  49 19 38 71    7.77   -4.94   402.7   3.51   15583.  1.14
2014  49 19 39 71    7.84   -4.29   403.8   3.45   14725.  1.13
2014  49 19 40 71    7.86   -4.87   403.3   3.11   14271.  1.01
2014  49 19 41 71    7.90   -5.37   402.7   2.86   14295.  0.93
2014  49 19 42 71    7.91   -5.41   405.2   3.21   20728.  1.05
2014  49 19 43 71    7.95   -6.02   403.2   3.01   17270.  0.98
2014  49 19 44 71    8.02   -7.00   405.1   2.89   10633.  0.95
2014  49 19 45 71    7.96   -6.28   405.1   2.89   10634.  0.95
2014  49 19 46 71    7.99   -6.52   403.2   2.74   10927.  0.89
2014  49 19 47 71    7.94   -6.49   403.4   3.00   11114.  0.98
2014  49 19 48 71    7.92   -6.42   401.1   2.77   10199.  0.89
2014  49 19 49 71    7.94   -6.77   399.4   2.60    9628.  0.83
2014  49 19 50 71    7.97   -6.62   402.0   2.80   11274.  0.90
2014  49 19 51 71    7.95   -6.65   397.7   2.84   11188.  0.90
2014  49 19 52 71    7.97   -6.72   400.3   2.84   11687.  0.91
2014  49 19 53 71    8.01   -6.64   401.5   2.46   12928.  0.79
2014  49 19 54 71    7.99   -6.75   402.1   2.86   12009.  0.92
2014  49 19 55 71    8.00   -6.71   402.4   3.00   11705.  0.97
2014  49 19 56 71    7.94   -6.76   402.3   2.78   11526.  0.90
2014  49 19 57 71    7.98   -6.80   404.0   3.01   10763.  0.98
2014  49 19 58 71    8.00   -6.96   404.3   2.64   12758.  0.86
2014  49 19 59 71    7.95   -6.81   401.7   3.00   11060.  0.97
2014  49 20  0 71    7.96   -6.78   401.5   2.98   10207.  0.96
2014  49 20  1 71    7.91   -6.67   401.3   2.92   10425.  0.94
2014  49 20  2 71    7.97   -6.75   401.0   2.83   11052.  0.91
2014  49 20  3 71    8.01   -6.75   402.6   2.84    9667.  0.92
2014  49 20  4 71    8.00   -6.96   401.6   2.51   11370.  0.81
2014  49 20  5 71    7.95   -6.97   400.1   2.54   14629.  0.81
2014  49 20  6 71    7.89   -7.04   399.6   2.61   16108.  0.83
2014  49 20  7 71    7.90   -7.05   399.4   3.27   12487.  1.04
2014  49 20  8 71    7.92   -7.15   399.6   3.14   11619.  1.00
2014  49 20  9 71    7.94   -7.14   399.3   3.27   11484.  1.04
2014  49 20 10 71    7.96   -7.07   399.0   3.35   12277.  1.07
2014  49 20 11 71    8.08   -6.82   400.6   3.10   13690.  0.99
2014  49 20 12 71    8.08   -6.86   400.6   3.02   12433.  0.97
2014  49 20 13 71    8.11   -6.94   401.7   2.91   11283.  0.94
2014  49 20 14 71    8.05   -7.07   400.3   2.33   12950.  0.75
2014  49 20 15 71    8.05   -6.91   401.0   2.74   13944.  0.88
2014  49 20 16 71    8.05   -6.73   400.1   2.47   11354.  0.79
2014  49 20 17 71    8.18   -7.07   400.6   2.74   12270.  0.88
2014  49 20 18 71    8.29   -6.82   401.5   2.35   12245.  0.76
2014  49 20 19 71    8.31   -6.90 99999.9 999.99 9999999. 99.99
2014  49 20 20 71    8.30   -6.89   398.8   2.28   13572.  0.73
2014  49 20 21 71    8.28   -6.91   398.8   2.29   13355.  0.73
2014  49 20 22 71    8.23   -7.02   399.6   2.40   11271.  0.77
2014  49 20 23 71    8.22   -6.98   399.8   2.36   11915.  0.75
2014  49 20 24 71    8.23   -7.08   398.9   2.24   10601.  0.71
2014  49 20 25 71    8.17   -7.05   399.2   2.32   12720.  0.74
2014  49 20 26 71    8.08   -6.93   401.5   2.20   10883.  0.71
2014  49 20 27 71    8.09   -6.82   400.8   2.43   13368.  0.78
2014  49 20 28 71    8.07   -6.80   397.6   2.39   12453.  0.76
2014  49 20 29 71    8.30   -7.61   397.3   2.38   12387.  0.75
2014  49 20 30 71    8.35   -7.85 99999.9 999.99 9999999. 99.99
2014  49 20 31 71    8.30   -7.97 99999.9 999.99 9999999. 99.99
2014  49 20 32 71    8.27   -7.81 99999.9 999.99 9999999. 99.99
2014  49 20 33 71    8.18   -7.57 99999.9 999.99 9999999. 99.99
2014  49 20 34 71    8.17   -7.41 99999.9 999.99 9999999. 99.99
2014  49 20 35 71    8.18   -7.33 99999.9 999.99 9999999. 99.99
2014  49 20 36 71    8.14   -7.04 99999.9 999.99 9999999. 99.99
2014  49 20 37 71    8.08   -7.07 99999.9 999.99 9999999. 99.99
2014  49 20 38 71    8.10   -7.78 99999.9 999.99 9999999. 99.99
2014  49 20 39 71    8.10   -7.65   393.4   1.76   35354.  0.54
2014  49 20 40 71    8.06   -7.63   393.7   1.76   35509.  0.55
2014  49 20 41 71    8.06   -7.62   396.0   1.76   36612.  0.55
2014  49 20 42 71    8.04   -7.62   396.1   1.95   31847.  0.61
2014  49 20 43 71    8.04   -7.61   395.9   1.71   36132.  0.54
2014  49 20 44 71    8.01   -7.51   395.7   1.71   36152.  0.54
2014  49 20 45 71    7.98   -7.42   394.8   1.93   32886.  0.60
2014  49 20 46 71    8.02   -7.45   395.7   1.88   39621.  0.59
2014  49 20 47 71    7.98   -7.42   395.7   1.77   40153.  0.55
2014  49 20 48 71    8.01   -7.46 99999.9 999.99 9999999. 99.99
2014  49 20 49 71    8.19   -6.77 99999.9 999.99 9999999. 99.99
2014  49 20 50 71    8.17   -6.94 99999.9 999.99 9999999. 99.99
2014  49 20 51 71    8.10   -7.21   394.8   2.41   41823.  0.75
2014  49 20 52 71    8.15   -6.45   396.4   2.19   37326.  0.69
2014  49 20 53 71    8.18   -6.53   399.8   2.24   34606.  0.72
2014  49 20 54 71    8.22   -6.89   397.9   2.13   35380.  0.67
2014  49 20 55 71    8.18   -6.58   397.5   1.96   32917.  0.62
2014  49 20 56 71    8.20   -6.74   401.3   1.94   26995.  0.62
2014  49 20 57 71    8.20   -6.69   400.8   2.05   30821.  0.66
2014  49 20 58 71    8.18   -6.74   399.6   2.06   32871.  0.66
2014  49 20 59 71    8.20   -6.10   398.5   2.09   30396.  0.66
2014  49 21  0 71    8.26   -6.25   399.8   2.16   22963.  0.69
2014  49 21  1 71    8.26   -6.39   399.7   1.95   23984.  0.62
2014  49 21  2 71    8.25   -6.62   399.2   1.89   24457.  0.60
2014  49 21  3 71    8.19   -6.45   400.5   1.78   27035.  0.57
2014  49 21  4 71    8.16   -6.36   402.0   1.66   37430.  0.54
2014  49 21  5 71    8.18   -6.33   401.9   1.66   39125.  0.54
2014  49 21  6 71    8.20   -6.34   400.2   1.66   32989.  0.53
2014  49 21  7 71    8.18   -6.31   402.3   2.07   26011.  0.67
2014  49 21  8 71    8.20   -6.29   398.3   1.94   25997.  0.62
2014  49 21  9 71    8.11   -6.13   398.6   2.02   27258.  0.64
2014  49 21 10 71    8.07   -6.17   398.5   2.07   27353.  0.66
2014  49 21 11 71    8.00   -6.21   398.3   2.05   26525.  0.65
2014  49 21 12 71    7.99   -6.33   400.0   2.09   33719.  0.67
2014  49 21 13 71    7.95   -6.14   399.3   2.16   36211.  0.69
2014  49 21 14 71    8.01   -6.32   399.8   2.13   36954.  0.68
2014  49 21 15 71    8.09   -6.72   402.0   2.18   38903.  0.70
2014  49 21 16 71    8.20   -7.13   399.9   1.97   39654.  0.63
2014  49 21 17 71    8.34   -7.61   403.7   1.90   49004.  0.62
2014  49 21 18 71    8.32   -7.57 99999.9 999.99 9999999. 99.99
2014  49 21 19 71    8.35   -7.78   397.3   1.52   33194.  0.48
2014  49 21 20 71    8.35   -7.68   399.2   1.60   38360.  0.51
2014  49 21 21 71    8.35   -7.62   398.8   1.74   40296.  0.55
2014  49 21 22 71    8.37   -7.65   400.5   1.71   42590.  0.55
2014  49 21 23 71    8.42   -7.65   402.5   1.71   48041.  0.55
2014  49 21 24 71    8.48   -7.71 99999.9 999.99 9999999. 99.99
2014  49 21 25 71    8.56   -7.95 99999.9 999.99 9999999. 99.99
2014  49 21 26 71    8.51   -7.63 99999.9 999.99 9999999. 99.99
2014  49 21 27 71    8.23   -7.01 99999.9 999.99 9999999. 99.99
2014  49 21 28 71    8.11   -7.46 99999.9 999.99 9999999. 99.99
2014  49 21 29 71    8.20   -7.67 99999.9 999.99 9999999. 99.99
2014  49 21 30 71    8.27   -7.87 99999.9 999.99 9999999. 99.99
2014  49 21 31 71    8.27   -7.94 99999.9 999.99 9999999. 99.99
2014  49 21 32 71    8.26   -7.93 99999.9 999.99 9999999. 99.99
2014  49 21 33 71    8.31   -7.85 99999.9 999.99 9999999. 99.99
2014  49 21 34 71    8.27   -7.93 99999.9 999.99 9999999. 99.99
2014  49 21 35 71    8.29   -7.85 99999.9 999.99 9999999. 99.99
2014  49 21 36 71    8.30   -7.93 99999.9 999.99 9999999. 99.99
2014  49 21 37 71    8.29   -7.99 99999.9 999.99 9999999. 99.99
2014  49 21 38 71    8.28   -7.86 99999.9 999.99 9999999. 99.99
2014  49 21 39 71    8.34   -7.83 99999.9 999.99 9999999. 99.99
2014  49 21 40 71    8.38   -7.84 99999.9 999.99 9999999. 99.99
2014  49 21 41 71    8.41   -7.93 99999.9 999.99 9999999. 99.99
2014  49 21 42 71    8.48   -7.98 99999.9 999.99 9999999. 99.99
2014  49 21 43 71    8.43   -7.92 99999.9 999.99 9999999. 99.99
2014  49 21 44 71    8.40   -7.97 99999.9 999.99 9999999. 99.99
2014  49 21 45 71    8.37   -7.94 99999.9 999.99 9999999. 99.99
2014  49 21 46 71    8.33   -7.91 99999.9 999.99 9999999. 99.99
2014  49 21 47 71    8.32   -7.89 99999.9 999.99 9999999. 99.99
2014  49 21 48 71    8.30   -7.90 99999.9 999.99 9999999. 99.99
2014  49 21 49 71    8.30   -7.94 99999.9 999.99 9999999. 99.99
2014  49 21 50 71    8.33   -7.96 99999.9 999.99 9999999. 99.99
2014  49 21 51 71    8.40   -8.08 99999.9 999.99 9999999. 99.99
2014  49 21 52 71    8.45   -8.35 99999.9 999.99 9999999. 99.99
2014  49 21 53 71    8.47   -8.34 99999.9 999.99 9999999. 99.99
2014  49 21 54 71    8.45   -8.26   402.5   1.81   16740.  0.59
2014  49 21 55 71    8.51   -8.37   402.5   1.81   16740.  0.59
2014  49 21 56 71    8.47   -8.32   398.7   1.85   12701.  0.59
2014  49 21 57 71    8.46   -8.21   403.4   1.76   13713.  0.57
2014  49 21 58 71    8.49   -8.09   401.7   1.73   14622.  0.56
2014  49 21 59 71    8.47   -8.10   404.9   1.83   14736.  0.60
2014  49 22  0 71    8.47   -8.18   404.4   1.81   11394.  0.59
2014  49 22  1 71    8.45   -8.18   404.1   1.83   10881.  0.60
2014  49 22  2 71    8.46   -8.13   403.8   1.90   11226.  0.62
2014  49 22  3 71    8.46   -8.16   404.5   1.90   11317.  0.62
2014  49 22  4 71    8.42   -8.15   402.7   1.81   11306.  0.59
2014  49 22  5 71    8.44   -8.19   403.2   1.82   11919.  0.59
2014  49 22  6 71    8.43   -8.19   406.3   1.99    9887.  0.66
2014  49 22  7 71    8.39   -8.11   400.6   1.91   11225.  0.61
2014  49 22  8 71    8.38   -8.08   399.8   1.88   12787.  0.60
2014  49 22  9 71    8.41   -7.86   399.8   1.89   17791.  0.60
2014  49 22 10 71    8.38   -7.81   402.3   1.98   16769.  0.64
2014  49 22 11 71    8.44   -8.27   399.7   1.92   19363.  0.61
2014  49 22 12 71    8.44   -8.30   399.7   1.80   11817.  0.58
2014  49 22 13 71    8.39   -8.21   402.0   2.00   13162.  0.65
2014  49 22 14 71    8.39   -8.19   402.4   2.04   13455.  0.66
2014  49 22 15 71    8.40   -8.16   396.7   1.81   11828.  0.57
2014  49 22 16 71    8.36   -8.02   398.0   1.71   13109.  0.54
2014  49 22 17 71    8.36   -7.95   398.5   1.69   13705.  0.54
2014  49 22 18 71    8.40   -7.98   397.7   2.00   13805.  0.63
2014  49 22 19 71    8.50   -8.21   399.1   2.04   16991.  0.65
2014  49 22 20 71    8.52   -8.24   399.1   2.04   16991.  0.65
2014  49 22 21 71    8.54   -8.25   401.3   1.84   13566.  0.59
2014  49 22 22 71    8.47   -8.19   401.3   1.84   13566.  0.59
2014  49 22 23 71    8.38   -8.14   404.0   2.12   14834.  0.69
2014  49 22 24 71    8.42   -8.08   404.0   2.10   14853.  0.69
2014  49 22 25 71    8.43   -8.14   403.5   1.86   15171.  0.61
2014  49 22 26 71    8.39   -8.08   401.9   1.80   13250.  0.58
2014  49 22 27 71    8.37   -8.07   397.9   1.64   13236.  0.52
2014  49 22 28 71    8.39   -8.11   397.3   1.63   13391.  0.51
2014  49 22 29 71    8.40   -8.13   394.4   1.72   17835.  0.54
2014  49 22 30 71    8.39   -8.10   398.5   1.75   15633.  0.56
2014  49 22 31 71    8.37   -7.98   400.3   1.98   17033.  0.63
2014  49 22 32 71    8.37   -8.02   401.5   1.80   15815.  0.58
2014  49 22 33 71    8.41   -7.96   401.8   1.81   15464.  0.58
2014  49 22 34 71    8.42   -7.76   402.3   1.79   14739.  0.58
2014  49 22 35 71    8.40   -7.73   398.2   1.71   16701.  0.54
2014  49 22 36 71    8.41   -7.80   397.2   1.71   16885.  0.54
2014  49 22 37 71    8.35   -8.08   401.1   1.79   14482.  0.58
2014  49 22 38 71    8.37   -8.08   401.9   1.80   14754.  0.58
2014  49 22 39 71    8.38   -8.13   403.3   1.75   13033.  0.57
2014  49 22 40 71    8.39   -8.15   399.3   1.87   11427.  0.60
2014  49 22 41 71    8.37   -8.21   399.4   1.68   11870.  0.54
2014  49 22 42 71    8.41   -8.22   399.0   1.75   10456.  0.56
2014  49 22 43 71    8.43   -8.10   398.7   1.80    9772.  0.57
2014  49 22 44 71    8.46   -8.10   398.3   1.56    8076.  0.49
2014  49 22 45 71    8.48   -8.20   398.6   1.56    8206.  0.50
2014  49 22 46 71    8.50   -8.25   400.6   1.65    9196.  0.53
2014  49 22 47 71    8.46   -8.19   400.6   1.73    8567.  0.56
2014  49 22 48 71    8.49   -8.16   401.0   1.64    8872.  0.53
2014  49 22 49 71    8.52   -8.20   401.0   1.64    8872.  0.53
2014  49 22 50 71    8.49   -8.22   397.7   1.67    8070.  0.53
2014  49 22 51 71    8.49   -8.21   397.7   1.67    8240.  0.53
2014  49 22 52 71    8.49   -8.29   397.9   1.71   11225.  0.54
2014  49 22 53 71    8.48   -8.22   397.4   1.66    9766.  0.52
2014  49 22 54 71    8.49   -8.26   397.4   1.66    9766.  0.52
2014  49 22 55 71    8.49   -8.26 99999.9 999.99 9999999. 99.99
2014  49 22 56 71    8.51   -8.19   401.1   1.65    8991.  0.53
2014  49 22 57 71    8.55   -8.14   400.4   1.66    8697.  0.53
2014  49 22 58 71    8.55   -8.13   396.1   1.81    6812.  0.57
2014  49 22 59 71    8.58   -8.13   397.2   1.62    6306.  0.51
2014  49 23  0 71    8.55   -8.11   397.2   1.62    6306.  0.51
2014  49 23  1 71    8.55   -8.14   394.8   1.47    5548.  0.46
2014  49 23  2 71    8.54   -7.99   394.8   1.47    5548.  0.46
2014  49 23  3 71    8.54   -7.97   390.5   1.59   11229.  0.48
2014  49 23  4 71    8.57   -7.99   390.5   1.59   11229.  0.48
2014  49 23  5 71    8.61   -8.05   392.4   1.75    7196.  0.54
2014  49 23  6 71    8.60   -8.04   392.4   1.75    7196.  0.54
2014  49 23  7 71    8.59   -8.03   390.3   1.57   11152.  0.48
2014  49 23  8 71    8.61   -8.06   392.1   1.65    9307.  0.51
2014  49 23  9 71    8.60   -8.01   392.8   1.55    9429.  0.48
2014  49 23 10 71    8.52   -7.92   392.6   1.70    6806.  0.52
